Samples	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group
494:gonl-165	0.0050	-0.0060	0.0070	0.0227	0.0089	-0.0202	-0.0083	-0.0167	0.0066	0.0068	Netherlands
496:gonl-166	0.0053	-0.0060	0.0105	0.0228	0.0036	-0.0271	-0.0120	-0.0063	0.0016	0.0049	Netherlands
497:gonl-166	0.0062	-0.0068	0.0067	0.0216	-0.0013	-0.0119	-0.0037	-0.0057	-0.0045	0.0047	Netherlands
499:gonl-167	0.0078	-0.0038	0.0013	0.0179	-0.0053	-0.0174	0.0104	-0.0182	0.0095	-0.0117	Netherlands
500:gonl-167	0.0069	-0.0065	0.0071	0.0268	-0.0019	-0.0249	-0.0042	-0.0032	0.0166	0.0142	Netherlands
502:gonl-168	0.0059	-0.0055	0.0037	0.0177	0.0039	-0.0246	0.0125	0.0029	0.0075	0.0052	Netherlands
503:gonl-168	0.0065	-0.0068	0.0061	0.0167	-0.0023	-0.0155	0.0051	-0.0205	0.0202	-0.0106	Netherlands
505:gonl-169	0.0052	-0.0062	0.0114	0.0225	0.0068	-0.0137	0.0024	0.0069	0.0085	0.0074	Netherlands
506:gonl-169	0.0036	-0.0025	0.0068	0.0091	-0.0023	-0.0085	0.0021	-0.0083	0.0055	-0.0017	Netherlands
508:gonl-170	0.0060	-0.0065	0.0047	0.0173	0.0039	-0.0067	0.0189	-0.0030	-0.0158	-0.0053	Netherlands
509:gonl-170	0.0050	-0.0108	0.0057	0.0161	0.0054	-0.0080	0.0203	-0.0011	0.0138	-0.0094	Netherlands
511:gonl-171	0.0071	-0.0091	0.0043	0.0149	-0.0055	-0.0081	0.0243	0.0229	-0.0158	-0.0020	Netherlands
512:gonl-171	0.0069	-0.0041	0.0026	0.0209	-0.0090	-0.0068	0.0148	-0.0056	0.0018	-0.0243	Netherlands
514:gonl-172	0.0022	-0.0049	0.0068	0.0146	0.0067	-0.0184	0.0178	0.0060	0.0019	-0.0001	Netherlands
515:gonl-172	0.0002	-0.0073	0.0080	0.0144	-0.0009	-0.0099	0.0139	-0.0166	0.0056	-0.0069	Netherlands
517:gonl-173	-0.0002	-0.0059	-0.0001	0.0121	0.0019	-0.0044	-0.0117	-0.0022	-0.0170	0.0067	Netherlands
518:gonl-173	-0.0013	-0.0022	0.0020	0.0155	-0.0028	-0.0104	-0.0009	0.0108	0.0161	-0.0031	Netherlands
520:gonl-174	0.0055	-0.0048	-0.0003	0.0126	0.0012	-0.0110	-0.0023	-0.0036	0.0148	0.0006	Netherlands
521:gonl-174	0.0020	-0.0049	0.0004	0.0162	0.0064	-0.0174	-0.0082	0.0137	-0.0033	0.0130	Netherlands
523:gonl-175	0.0024	-0.0059	-0.0000	0.0186	-0.0029	-0.0179	-0.0025	-0.0026	0.0014	-0.0033	Netherlands
524:gonl-175	0.0006	-0.0030	0.0044	0.0148	-0.0026	-0.0118	0.0019	-0.0108	0.0051	0.0054	Netherlands
526:gonl-176	0.0030	-0.0074	0.0093	0.0069	0.0035	-0.0115	0.0102	-0.0049	0.0158	-0.0021	Netherlands
527:gonl-176	0.0014	-0.0040	0.0026	0.0113	-0.0043	-0.0064	-0.0003	-0.0124	-0.0054	0.0130	Netherlands
529:gonl-177	0.0024	-0.0046	0.0062	0.0227	-0.0019	-0.0170	0.0006	-0.0160	0.0049	0.0077	Netherlands
530:gonl-177	0.0028	-0.0028	0.0021	0.0159	0.0069	-0.0099	0.0244	-0.0075	0.0079	0.0140	Netherlands
532:gonl-178	0.0068	-0.0084	0.0137	0.0160	-0.0040	-0.0108	0.0006	0.0075	0.0086	-0.0042	Netherlands
533:gonl-178	0.0067	-0.0028	0.0011	0.0195	0.0022	-0.0233	0.0005	-0.0023	-0.0015	0.0123	Netherlands
535:gonl-179	0.0081	-0.0071	0.0019	0.0155	0.0018	-0.0190	0.0201	-0.0052	0.0154	0.0061	Netherlands
536:gonl-179	0.0023	-0.0052	0.0067	0.0171	-0.0023	-0.0083	-0.0105	-0.0065	-0.0000	0.0005	Netherlands
538:gonl-180	0.0001	-0.0053	0.0018	0.0164	0.0101	-0.0089	-0.0055	0.0009	-0.0049	0.0038	Netherlands
539:gonl-180	-0.0018	-0.0055	0.0050	0.0088	0.0027	-0.0027	-0.0161	0.0141	0.0084	0.0036	Netherlands
541:gonl-181	0.0080	-0.0086	0.0066	0.0216	-0.0078	-0.0161	0.0046	0.0085	-0.0021	0.0136	Netherlands
542:gonl-181	0.0060	-0.0057	0.0052	0.0158	-0.0001	-0.0161	0.0280	0.0030	-0.0113	0.0076	Netherlands
544:gonl-182	0.0012	-0.0037	0.0049	0.0156	0.0007	-0.0093	-0.0093	-0.0351	-0.0129	0.0109	Netherlands
545:gonl-182	0.0042	-0.0052	0.0061	0.0126	0.0051	-0.0170	0.0013	-0.0142	-0.0127	0.0214	Netherlands
547:gonl-183	-0.0007	-0.0011	0.0076	0.0189	0.0072	-0.0065	0.0080	0.0026	-0.0136	0.0087	Netherlands
548:gonl-183	0.0042	-0.0058	0.0047	0.0173	0.0035	-0.0081	0.0089	0.0024	-0.0183	-0.0193	Netherlands
550:gonl-184	0.0052	-0.0073	0.0015	0.0221	0.0083	-0.0095	-0.0080	-0.0198	-0.0261	0.0036	Netherlands
551:gonl-184	0.0029	-0.0047	0.0081	0.0175	-0.0069	-0.0101	0.0089	-0.0074	0.0291	0.0138	Netherlands
553:gonl-185	-0.0003	-0.0100	0.0025	0.0134	0.0120	-0.0182	0.0198	0.0115	-0.0010	0.0068	Netherlands
554:gonl-185	-0.0054	-0.0013	0.0008	0.0120	0.0066	-0.0084	0.0095	-0.0056	-0.0097	0.0014	Netherlands
556:gonl-186	0.0074	-0.0089	0.0090	0.0210	-0.0046	-0.0171	0.0026	0.0128	0.0011	0.0021	Netherlands
557:gonl-186	0.0038	-0.0069	0.0094	0.0186	0.0020	-0.0192	-0.0032	-0.0052	-0.0043	0.0037	Netherlands
559:gonl-187	0.0010	-0.0050	0.0064	0.0098	0.0076	-0.0020	-0.0049	0.0036	-0.0035	-0.0065	Netherlands
560:gonl-187	-0.0007	-0.0072	0.0050	0.0157	0.0074	-0.0008	-0.0065	-0.0075	0.0017	-0.0002	Netherlands
562:gonl-188	0.0003	-0.0057	0.0021	0.0132	-0.0020	-0.0010	0.0067	-0.0030	0.0094	-0.0017	Netherlands
563:gonl-188	-0.0102	0.0009	0.0046	0.0108	-0.0061	-0.0085	0.0027	-0.0152	0.0106	-0.0056	Netherlands
565:gonl-189	0.0015	0.0029	0.0038	0.0141	-0.0011	-0.0008	-0.0060	-0.0032	0.0194	0.0035	Netherlands
566:gonl-189	-0.0003	-0.0058	0.0062	0.0176	-0.0050	-0.0028	0.0076	-0.0093	-0.0047	-0.0166	Netherlands
568:gonl-190	0.0062	-0.0079	0.0048	0.0222	0.0082	-0.0190	-0.0080	0.0060	-0.0113	0.0089	Netherlands
569:gonl-190	0.0040	-0.0019	0.0057	0.0227	0.0002	-0.0113	-0.0022	-0.0176	-0.0040	-0.0025	Netherlands
571:gonl-191	0.0003	-0.0043	0.0123	0.0204	0.0020	-0.0086	-0.0110	0.0098	-0.0078	0.0117	Netherlands
572:gonl-191	0.0035	-0.0062	0.0001	0.0158	-0.0004	-0.0095	0.0105	0.0042	-0.0062	0.0117	Netherlands
574:gonl-192	0.0053	-0.0095	0.0106	0.0236	0.0031	-0.0138	0.0015	0.0041	0.0090	-0.0103	Netherlands
575:gonl-192	0.0073	-0.0044	0.0073	0.0233	-0.0007	-0.0232	0.0235	-0.0177	0.0032	0.0028	Netherlands
577:gonl-193	0.0056	-0.0087	0.0058	0.0209	-0.0011	-0.0246	0.0074	0.0091	-0.0094	-0.0046	Netherlands
578:gonl-193	0.0035	-0.0017	0.0144	0.0173	-0.0017	-0.0152	0.0021	0.0119	0.0178	-0.0147	Netherlands
580:gonl-194	0.0043	-0.0023	0.0040	0.0268	-0.0014	-0.0185	-0.0055	0.0033	0.0079	0.0063	Netherlands
581:gonl-194	0.0020	-0.0053	0.0018	0.0176	0.0035	-0.0256	-0.0034	0.0013	-0.0092	0.0237	Netherlands
583:gonl-195	-0.0042	0.0001	0.0011	0.0059	-0.0004	-0.0013	0.0021	0.0065	-0.0012	0.0222	Netherlands
584:gonl-195	0.0029	-0.0025	0.0015	0.0149	-0.0002	-0.0097	0.0015	0.0049	0.0191	0.0063	Netherlands
586:gonl-196	0.0022	-0.0044	0.0004	0.0132	0.0009	-0.0012	0.0027	0.0010	0.0048	-0.0034	Netherlands
587:gonl-196	0.0006	-0.0040	0.0018	0.0129	0.0003	-0.0181	0.0080	0.0024	-0.0072	0.0119	Netherlands
589:gonl-197	-0.0004	-0.0079	0.0053	0.0113	-0.0040	-0.0063	-0.0157	-0.0081	-0.0023	-0.0072	Netherlands
590:gonl-197	0.0027	-0.0051	0.0007	0.0136	0.0037	-0.0081	0.0112	-0.0067	-0.0144	-0.0011	Netherlands
592:gonl-198	0.0048	-0.0067	0.0094	0.0264	-0.0102	-0.0193	-0.0023	-0.0024	0.0040	-0.0104	Netherlands
593:gonl-198	0.0070	-0.0041	0.0079	0.0166	0.0127	-0.0123	0.0076	-0.0167	-0.0073	0.0137	Netherlands
595:gonl-199	0.0087	-0.0076	0.0063	0.0214	-0.0061	-0.0074	-0.0061	-0.0155	-0.0035	0.0123	Netherlands
596:gonl-199	0.0077	-0.0031	0.0034	0.0246	0.0050	-0.0182	0.0030	0.0075	0.0006	0.0042	Netherlands
598:gonl-200	-0.0010	-0.0015	-0.0004	0.0085	0.0055	-0.0098	-0.0011	-0.0036	0.0065	0.0065	Netherlands
599:gonl-200	-0.0008	-0.0035	0.0050	0.0080	0.0070	-0.0116	-0.0043	-0.0093	-0.0176	0.0072	Netherlands
601:gonl-201	0.0017	-0.0037	0.0091	0.0174	0.0041	-0.0101	-0.0103	-0.0025	0.0054	-0.0006	Netherlands
602:gonl-201	0.0048	-0.0059	0.0049	0.0225	-0.0067	-0.0111	-0.0061	-0.0176	0.0100	0.0027	Netherlands
604:gonl-202	0.0074	-0.0017	0.0042	0.0131	-0.0029	-0.0224	0.0011	0.0051	-0.0092	-0.0040	Netherlands
605:gonl-202	0.0032	-0.0069	0.0032	0.0185	0.0063	-0.0143	0.0136	-0.0060	-0.0010	-0.0051	Netherlands
607:gonl-203	0.0055	-0.0050	0.0140	0.0227	-0.0036	-0.0113	0.0025	-0.0123	0.0060	-0.0041	Netherlands
608:gonl-203	0.0059	-0.0066	0.0069	0.0159	0.0063	-0.0197	-0.0068	-0.0089	0.0073	-0.0026	Netherlands
610:gonl-204	0.0015	-0.0043	0.0074	0.0183	-0.0081	-0.0121	0.0059	-0.0136	0.0143	0.0024	Netherlands
611:gonl-204	0.0028	-0.0051	0.0053	0.0173	0.0075	-0.0204	0.0121	0.0035	0.0072	-0.0050	Netherlands
613:gonl-205	0.0026	-0.0046	0.0053	0.0193	-0.0029	0.0009	0.0212	-0.0144	0.0148	-0.0031	Netherlands
614:gonl-205	0.0043	-0.0068	0.0063	0.0193	-0.0108	-0.0136	0.0216	-0.0140	0.0055	-0.0040	Netherlands
616:gonl-206	-0.0037	-0.0043	0.0034	0.0107	0.0095	-0.0072	0.0012	0.0024	-0.0041	0.0023	Netherlands
617:gonl-206	-0.0042	-0.0056	-0.0013	0.0078	0.0097	-0.0060	0.0040	0.0100	0.0042	-0.0085	Netherlands
619:gonl-207	0.0055	-0.0082	0.0073	0.0190	-0.0006	-0.0151	0.0042	-0.0061	-0.0076	-0.0084	Netherlands
620:gonl-207	0.0064	-0.0048	0.0025	0.0196	0.0025	-0.0170	-0.0127	-0.0059	0.0065	0.0015	Netherlands
622:gonl-208	-0.0021	-0.0032	0.0055	0.0153	-0.0003	-0.0093	0.0060	-0.0093	-0.0072	0.0072	Netherlands
623:gonl-208	-0.0013	-0.0047	0.0083	0.0213	0.0164	-0.0105	0.0159	-0.0092	-0.0015	-0.0058	Netherlands
625:gonl-209	0.0066	-0.0061	0.0062	0.0207	0.0024	-0.0166	0.0059	0.0053	-0.0083	0.0001	Netherlands
626:gonl-209	0.0075	-0.0066	0.0011	0.0207	0.0021	-0.0112	-0.0081	-0.0132	0.0036	0.0037	Netherlands
628:gonl-210	0.0054	-0.0024	0.0098	0.0239	-0.0029	-0.0146	-0.0042	0.0203	0.0072	0.0059	Netherlands
629:gonl-210	0.0029	-0.0101	0.0010	0.0202	0.0098	-0.0080	0.0023	-0.0176	0.0146	-0.0091	Netherlands
631:gonl-211	0.0038	-0.0069	0.0075	0.0149	0.0003	-0.0203	0.0088	-0.0138	0.0003	0.0076	Netherlands
632:gonl-211	0.0058	-0.0047	0.0049	0.0213	0.0025	-0.0221	-0.0207	-0.0218	0.0054	-0.0100	Netherlands
634:gonl-212	0.0079	-0.0055	0.0053	0.0213	-0.0005	-0.0159	0.0229	-0.0155	-0.0084	-0.0191	Netherlands
635:gonl-212	0.0081	-0.0028	0.0072	0.0281	-0.0009	-0.0236	-0.0120	0.0212	-0.0080	-0.0030	Netherlands
637:gonl-213	0.0001	-0.0050	0.0064	0.0132	0.0065	-0.0085	-0.0060	0.0046	-0.0044	0.0051	Netherlands
638:gonl-213	-0.0001	-0.0044	0.0043	0.0064	0.0098	-0.0135	0.0014	0.0039	0.0034	0.0023	Netherlands
640:gonl-214	0.0017	-0.0051	0.0090	0.0118	-0.0016	-0.0134	0.0139	-0.0083	-0.0105	0.0284	Netherlands
641:gonl-214	0.0027	-0.0015	0.0056	0.0130	0.0057	-0.0213	-0.0031	-0.0114	0.0022	0.0029	Netherlands
643:gonl-215	0.0025	-0.0066	0.0039	0.0110	0.0057	-0.0170	0.0230	0.0311	-0.0155	-0.0044	Netherlands
644:gonl-215	0.0017	-0.0018	0.0005	0.0124	0.0048	-0.0031	-0.0071	-0.0028	-0.0152	0.0003	Netherlands
646:gonl-216	0.0019	-0.0011	0.0013	0.0162	0.0018	0.0078	0.0165	0.0147	-0.0065	0.0026	Netherlands
647:gonl-216	0.0036	-0.0053	0.0102	0.0121	-0.0042	-0.0057	0.0131	-0.0016	-0.0067	0.0053	Netherlands
649:gonl-217	-0.0002	-0.0032	0.0045	0.0186	-0.0058	-0.0047	-0.0003	-0.0037	0.0026	-0.0151	Netherlands
650:gonl-217	0.0007	-0.0055	0.0026	0.0103	0.0075	-0.0101	0.0023	-0.0110	0.0329	0.0013	Netherlands
652:gonl-218	0.0030	-0.0046	0.0073	0.0234	-0.0042	-0.0128	0.0153	-0.0031	-0.0031	0.0027	Netherlands
653:gonl-218	0.0060	-0.0066	0.0054	0.0152	-0.0050	-0.0168	0.0221	-0.0023	0.0125	-0.0125	Netherlands
655:gonl-219	0.0024	-0.0029	0.0009	0.0126	0.0024	-0.0074	0.0161	-0.0079	-0.0008	0.0061	Netherlands
656:gonl-219	0.0019	-0.0021	0.0026	0.0136	-0.0010	-0.0098	0.0036	-0.0089	-0.0196	0.0074	Netherlands
658:gonl-220	0.0049	-0.0091	0.0124	0.0203	0.0002	-0.0109	-0.0097	-0.0041	0.0074	0.0216	Netherlands
660:gonl-221	0.0066	-0.0081	0.0054	0.0185	-0.0061	-0.0168	0.0077	-0.0042	-0.0047	0.0016	Netherlands
661:gonl-221	0.0079	-0.0045	0.0061	0.0249	-0.0011	-0.0322	0.0174	0.0161	0.0004	0.0130	Netherlands
663:gonl-222	0.0071	-0.0062	0.0039	0.0203	-0.0014	-0.0130	-0.0014	-0.0118	-0.0018	0.0107	Netherlands
664:gonl-222	0.0037	-0.0055	0.0078	0.0077	0.0020	-0.0205	-0.0112	0.0071	0.0111	0.0068	Netherlands
666:gonl-223	0.0026	-0.0002	0.0022	0.0174	0.0048	-0.0069	0.0016	-0.0095	-0.0100	-0.0043	Netherlands
668:gonl-224	0.0064	-0.0065	0.0032	0.0197	-0.0062	-0.0239	0.0113	-0.0043	0.0105	0.0078	Netherlands
669:gonl-224	-0.0039	-0.0036	0.0047	0.0048	0.0060	-0.0131	0.0147	0.0029	-0.0056	0.0044	Netherlands
671:gonl-225	0.0039	-0.0028	-0.0013	0.0175	0.0004	-0.0153	0.0038	0.0106	-0.0074	0.0036	Netherlands
672:gonl-225	0.0038	-0.0059	0.0080	0.0201	0.0009	-0.0155	-0.0006	0.0056	0.0021	-0.0085	Netherlands
674:gonl-226	-0.0005	-0.0022	0.0045	0.0123	0.0077	-0.0013	-0.0009	-0.0061	-0.0098	0.0097	Netherlands
675:gonl-226	-0.0019	-0.0036	0.0021	0.0138	0.0093	-0.0161	-0.0034	-0.0071	0.0010	-0.0213	Netherlands
677:gonl-227	0.0010	-0.0060	0.0055	0.0169	-0.0001	-0.0065	0.0117	0.0142	-0.0081	-0.0041	Netherlands
678:gonl-227	0.0025	-0.0033	0.0105	0.0190	0.0018	-0.0031	0.0055	0.0049	-0.0097	-0.0009	Netherlands
680:gonl-228	0.0069	-0.0097	0.0044	0.0170	-0.0008	-0.0152	-0.0071	0.0002	0.0083	-0.0041	Netherlands
681:gonl-228	0.0063	-0.0099	0.0061	0.0271	-0.0026	-0.0155	0.0043	0.0195	0.0139	-0.0057	Netherlands
683:gonl-229	0.0051	-0.0050	0.0062	0.0248	0.0042	-0.0134	-0.0083	-0.0189	-0.0009	0.0060	Netherlands
684:gonl-229	0.0032	-0.0060	0.0032	0.0198	0.0095	-0.0302	-0.0112	0.0038	-0.0065	-0.0112	Netherlands
686:gonl-230	0.0048	-0.0033	0.0018	0.0220	0.0077	-0.0151	-0.0102	-0.0152	-0.0079	-0.0052	Netherlands
687:gonl-230	0.0036	-0.0029	0.0054	0.0279	-0.0005	-0.0193	-0.0131	-0.0048	-0.0020	-0.0118	Netherlands
689:gonl-231	0.0056	-0.0054	0.0071	0.0234	-0.0097	-0.0174	-0.0091	0.0069	-0.0007	0.0162	Netherlands
690:gonl-231	0.0054	-0.0044	0.0089	0.0188	-0.0018	-0.0050	0.0059	0.0189	-0.0066	-0.0147	Netherlands
692:gonl-232	0.0057	-0.0006	0.0043	0.0190	0.0046	-0.0177	0.0035	0.0092	0.0032	-0.0206	Netherlands
693:gonl-232	0.0062	-0.0046	0.0084	0.0229	0.0070	-0.0064	-0.0091	-0.0210	-0.0000	-0.0151	Netherlands
695:gonl-233	0.0050	-0.0044	0.0078	0.0179	0.0040	-0.0154	0.0039	-0.0250	0.0057	0.0079	Netherlands
696:gonl-233	0.0070	-0.0062	0.0102	0.0250	0.0044	-0.0065	-0.0125	-0.0196	-0.0034	-0.0047	Netherlands
698:gonl-234	-0.0049	-0.0008	0.0023	0.0144	-0.0053	-0.0055	0.0219	-0.0060	0.0178	-0.0141	Netherlands
699:gonl-234	-0.0000	-0.0041	0.0009	0.0118	-0.0084	-0.0069	0.0039	-0.0298	-0.0004	-0.0163	Netherlands
701:gonl-235	0.0027	-0.0080	0.0057	0.0162	-0.0113	-0.0122	-0.0010	0.0009	0.0102	-0.0035	Netherlands
702:gonl-235	0.0031	-0.0025	0.0082	0.0161	-0.0012	-0.0127	-0.0040	0.0156	0.0028	0.0121	Netherlands
704:gonl-236	0.0000	-0.0046	0.0062	0.0125	-0.0040	-0.0147	-0.0017	-0.0025	0.0093	0.0105	Netherlands
705:gonl-236	-0.0021	-0.0020	0.0043	0.0093	-0.0038	-0.0071	0.0071	-0.0143	0.0179	0.0093	Netherlands
707:gonl-237	0.0053	-0.0032	0.0061	0.0153	-0.0002	-0.0145	0.0125	-0.0028	0.0128	0.0058	Netherlands
708:gonl-237	0.0082	-0.0046	0.0050	0.0167	-0.0018	-0.0106	0.0219	0.0049	0.0165	0.0067	Netherlands
710:gonl-238	-0.0001	-0.0065	0.0036	0.0102	0.0041	-0.0045	0.0116	0.0005	0.0097	-0.0046	Netherlands
711:gonl-238	-0.0030	-0.0073	0.0049	0.0103	-0.0051	-0.0009	0.0176	-0.0050	-0.0065	0.0165	Netherlands
713:gonl-239	0.0057	-0.0045	0.0043	0.0171	-0.0050	-0.0183	-0.0079	0.0288	-0.0059	0.0001	Netherlands
714:gonl-239	0.0062	-0.0050	0.0084	0.0143	-0.0020	-0.0098	0.0028	-0.0156	0.0161	0.0004	Netherlands
716:gonl-240	-0.0002	-0.0021	0.0058	0.0166	0.0029	-0.0159	0.0069	-0.0084	0.0032	-0.0005	Netherlands
717:gonl-240	0.0008	-0.0054	0.0032	0.0122	0.0020	-0.0156	0.0009	0.0082	0.0095	-0.0014	Netherlands
719:gonl-241	0.0040	-0.0058	0.0050	0.0220	-0.0028	-0.0245	0.0071	0.0084	-0.0100	0.0051	Netherlands
720:gonl-241	0.0009	-0.0037	-0.0012	0.0140	0.0068	-0.0103	-0.0128	0.0033	0.0006	0.0025	Netherlands
722:gonl-242	0.0086	-0.0075	0.0050	0.0213	-0.0057	-0.0160	-0.0185	-0.0040	0.0047	0.0007	Netherlands
723:gonl-242	0.0065	-0.0075	0.0045	0.0223	-0.0008	-0.0235	-0.0064	-0.0260	0.0053	-0.0239	Netherlands
725:gonl-243	-0.0012	-0.0058	0.0018	0.0145	-0.0028	-0.0186	0.0109	-0.0190	0.0007	-0.0076	Netherlands
726:gonl-243	-0.0008	-0.0041	-0.0001	0.0076	0.0072	-0.0012	0.0151	0.0002	-0.0087	0.0027	Netherlands
728:gonl-244	-0.0023	0.0092	-0.0133	0.0147	-0.0032	0.0018	0.0048	0.0028	-0.0195	0.0154	Netherlands
729:gonl-244	0.0032	-0.0020	-0.0012	0.0121	0.0002	-0.0059	-0.0027	0.0066	0.0061	0.0249	Netherlands
731:gonl-245	0.0034	-0.0035	-0.0014	0.0099	0.0029	-0.0147	-0.0028	-0.0024	0.0033	0.0077	Netherlands
732:gonl-245	0.0021	-0.0065	0.0033	0.0113	0.0105	-0.0200	-0.0066	0.0093	0.0073	-0.0031	Netherlands
734:gonl-246	0.0038	-0.0066	0.0048	0.0121	-0.0029	-0.0221	-0.0072	0.0103	-0.0071	-0.0011	Netherlands
735:gonl-246	0.0085	-0.0057	0.0014	0.0216	-0.0004	-0.0263	0.0144	0.0107	0.0011	0.0040	Netherlands
737:gonl-247	0.0045	-0.0052	0.0036	0.0169	-0.0076	-0.0161	-0.0020	0.0118	-0.0007	-0.0178	Netherlands
738:gonl-247	0.0031	-0.0069	0.0031	0.0135	0.0032	-0.0084	0.0017	-0.0137	-0.0149	0.0059	Netherlands
740:gonl-248	0.0034	-0.0105	0.0061	0.0198	0.0040	-0.0081	0.0143	-0.0091	-0.0102	-0.0025	Netherlands
741:gonl-248	0.0009	-0.0036	0.0060	0.0153	0.0012	-0.0066	-0.0073	-0.0095	0.0005	0.0059	Netherlands
743:gonl-249	0.0033	-0.0058	0.0049	0.0189	0.0030	-0.0175	0.0198	-0.0094	-0.0154	0.0180	Netherlands
744:gonl-249	0.0040	-0.0051	0.0070	0.0151	0.0093	-0.0132	0.0055	-0.0006	0.0011	0.0081	Netherlands
746:gonl-250	0.0004	-0.0048	0.0004	0.0103	-0.0021	-0.0149	-0.0110	-0.0060	-0.0066	0.0168	Netherlands
747:gonl-250	0.0017	-0.0060	0.0051	0.0077	0.0030	-0.0090	0.0044	0.0068	-0.0045	0.0144	Netherlands
84518A04	0.0053	-0.0174	-0.0189	-0.0250	-0.0158	-0.0046	-0.0166	-0.0169	0.0108	0.0045	Ireland
84518A06	0.0045	-0.0146	-0.0158	-0.0151	-0.0176	0.0062	-0.0143	0.0112	0.0047	-0.0013	Ireland
84518C03	0.0021	-0.0191	-0.0140	-0.0204	-0.0198	0.0099	-0.0074	-0.0055	0.0009	-0.0111	Ireland
84518C04	0.0024	-0.0123	-0.0065	-0.0044	-0.0005	-0.0066	-0.0048	-0.0263	-0.0007	0.0043	Ireland
84518C05	0.0016	-0.0182	-0.0181	-0.0178	-0.0173	0.0008	0.0042	-0.0030	0.0056	-0.0205	Ireland
84518C06	0.0023	-0.0135	-0.0160	-0.0266	-0.0020	0.0033	-0.0053	0.0123	0.0053	-0.0121	Ireland
84518D04	0.0032	-0.0185	-0.0194	-0.0169	-0.0036	-0.0067	0.0016	-0.0064	-0.0058	-0.0086	Ireland
84518D05	0.0018	-0.0176	-0.0234	-0.0278	-0.0196	0.0041	0.0073	0.0135	-0.0047	0.0120	Ireland
84518D06	0.0027	-0.0152	-0.0145	-0.0121	-0.0072	0.0015	0.0166	-0.0070	-0.0205	-0.0060	Ireland
84518E03	0.0017	-0.0147	-0.0143	-0.0184	-0.0130	-0.0057	0.0006	0.0178	0.0114	0.0090	Ireland
84518E04	0.0027	-0.0157	-0.0161	-0.0199	-0.0165	-0.0002	-0.0121	0.0093	0.0021	0.0038	Ireland
84518F03	0.0021	-0.0074	-0.0089	-0.0094	-0.0056	0.0082	-0.0044	0.0065	-0.0071	-0.0242	Ireland
84518F04	0.0001	-0.0185	-0.0159	-0.0147	-0.0088	0.0001	-0.0051	0.0035	-0.0192	-0.0067	Ireland
84518F05	0.0014	-0.0206	-0.0180	-0.0154	-0.0169	-0.0008	0.0069	0.0170	0.0066	0.0002	Ireland
84518G02	0.0033	-0.0134	-0.0134	-0.0171	-0.0094	0.0006	-0.0001	0.0023	-0.0028	0.0018	Ireland
84518G03	0.0043	-0.0166	-0.0199	-0.0263	-0.0177	0.0019	-0.0142	0.0040	-0.0186	-0.0046	Ireland
84518G04	0.0025	-0.0154	-0.0165	-0.0138	-0.0057	-0.0039	-0.0044	0.0172	0.0024	-0.0039	Ireland
84518G05	0.0034	-0.0174	-0.0134	-0.0238	-0.0162	-0.0041	-0.0200	0.0035	-0.0143	-0.0105	Ireland
84518H02	0.0040	-0.0152	-0.0151	-0.0219	-0.0023	-0.0010	-0.0014	0.0139	-0.0195	-0.0004	Ireland
84518H03	0.0041	-0.0143	-0.0155	-0.0187	-0.0154	-0.0049	-0.0088	-0.0071	0.0068	0.0086	Ireland
84518H04	0.0027	-0.0211	-0.0151	-0.0252	-0.0110	-0.0074	-0.0029	0.0199	0.0049	0.0026	Ireland
84518H05	0.0031	-0.0120	-0.0146	-0.0098	-0.0026	0.0005	0.0034	0.0149	0.0047	0.0248	Ireland
84520A06	0.0052	-0.0166	-0.0153	-0.0116	-0.0134	-0.0044	0.0145	-0.0071	0.0027	-0.0160	Ireland
84520A08	0.0006	-0.0172	-0.0050	-0.0086	-0.0106	0.0043	-0.0109	-0.0047	-0.0056	0.0032	Ireland
84520A09	0.0033	-0.0175	-0.0192	-0.0271	-0.0150	-0.0085	0.0081	-0.0060	0.0035	0.0034	Ireland
84520A10	0.0022	-0.0179	-0.0166	-0.0184	-0.0170	-0.0001	-0.0051	-0.0065	-0.0158	-0.0047	Ireland
84520A12	0.0016	-0.0144	-0.0190	-0.0169	-0.0267	-0.0047	-0.0196	0.0022	-0.0111	0.0106	Ireland
84520B04	0.0039	-0.0075	-0.0059	-0.0074	-0.0090	-0.0082	-0.0096	-0.0091	0.0011	-0.0058	Ireland
84520B05	0.0028	-0.0174	-0.0155	-0.0185	-0.0090	0.0049	0.0036	0.0136	0.0151	-0.0016	Ireland
84520B09	0.0029	-0.0161	-0.0145	-0.0176	-0.0169	-0.0039	0.0006	0.0135	-0.0166	0.0005	Ireland
84520B11	0.0031	-0.0122	-0.0159	-0.0100	-0.0155	0.0009	0.0150	-0.0021	-0.0151	-0.0053	Ireland
84520B12	0.0032	-0.0167	-0.0101	-0.0123	-0.0040	0.0101	-0.0083	-0.0015	-0.0068	0.0041	Ireland
84520C04	0.0034	-0.0174	-0.0224	-0.0210	-0.0225	-0.0054	0.0034	0.0029	-0.0081	-0.0058	Ireland
84520C05	0.0001	-0.0154	-0.0240	-0.0146	-0.0128	-0.0054	0.0143	-0.0104	0.0021	0.0172	Ireland
84520C08	0.0027	-0.0170	-0.0175	-0.0135	-0.0084	-0.0048	0.0064	0.0005	-0.0022	0.0077	Ireland
